"";"Reading";"Listening music";"Cinema";"Show";"Exhibition";"Computer";"Sport";"Walking";"Travelling";"Playing music";"Collecting";"Volunteering";"Mechanic";"Gardening";"Knitting";"Cooking";"Fishing";"TV";"Sex";"Age";"Marital status";"Profession";"nb.activitees"
"11035710";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(35,45]";"Married";"Management";6
"11035910";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"F";"(45,55]";"Single";"Employee";3
"11036010";"1";"1";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"M";"[15,25]";"Single";NA;9
"11036110";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(45,55]";"Married";"Manual labourer";3
"11036210";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"3";"M";"(45,55]";"Divorcee";"Management";11
"11036310";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"3";"F";"(45,55]";"Married";"Management";14
"11036410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Married";"Management";2
"11036710";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"M";"(55,65]";"Divorcee";"Employee";5
"11036810";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"M";"(75,85]";"Remarried";"Technician";8
"11036910";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(25,35]";"Single";"Employee";6
"11037010";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(25,35]";"Single";"Management";11
"11037210";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"M";"[15,25]";"Single";"Manual labourer";10
"11037310";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"[15,25]";"Single";NA;9
"11037410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"2";"M";"(25,35]";"Single";"Employee";12
"11037810";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(25,35]";"Single";"Foreman";4
"11037910";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(25,35]";"Divorcee";"Employee";6
"11038010";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"M";"(35,45]";"Married";"Manual labourer";5
"11038110";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(45,55]";"Married";"Employee";6
"11038210";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"M";"(25,35]";"Single";"Management";8
"11038310";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(35,45]";"Married";"Foreman";5
"11038410";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"M";"(35,45]";"Single";"Management";6
"11038610";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(35,45]";"Single";"Foreman";5
"11038910";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"[15,25]";"Single";"Foreman";4
"11039510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Married";"Unskilled worker";3
"11039610";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(45,55]";"Married";"Employee";5
"11039710";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(35,45]";"Single";"Foreman";4
"11040110";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(25,35]";"Single";"Foreman";4
"11040410";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(25,35]";"Married";"Technician";5
"11040810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(85,100]";"Widower";"Employee";2
"11041110";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Single";"Employee";4
"11041210";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(25,35]";"Married";"Management";3
"11041710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(55,65]";"Married";"Employee";1
"11041910";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(65,75]";"Widower";"Employee";1
"11042010";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(45,55]";"Married";"Employee";3
"11042410";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(25,35]";"Married";"Employee";3
"11042710";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Divorcee";"Foreman";9
"11043010";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"2";"M";"(35,45]";"Married";"Management";11
"11043210";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"M";"(55,65]";"Married";NA;10
"11043510";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"M";"(55,65]";"Married";"Employee";5
"11043610";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"2";"M";"[15,25]";"Single";NA;16
"11043810";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"F";"(25,35]";"Single";NA;11
"11044010";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(85,100]";"Single";"Employee";3
"11044210";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(55,65]";"Married";"Management";5
"11044310";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"2";"M";"(55,65]";"Married";"Management";11
"11044410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(35,45]";"Married";"Management";13
"11044810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"M";"(45,55]";"Married";NA;3
"11044910";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"3";"M";"(35,45]";"Married";"Management";7
"11045010";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"F";"(65,75]";"Married";NA;5
"11045110";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"M";"(35,45]";"Married";"Management";8
"11045410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"3";"M";"(25,35]";"Married";"Unskilled worker";12
"11045710";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(25,35]";"Married";"Employee";3
"11045910";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"M";"(25,35]";"Married";"Management";10
"11046610";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"4";"M";"(25,35]";"Single";"Employee";10
"11046710";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"3";"F";"(55,65]";"Married";"Employee";12
"11046810";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"M";"[15,25]";"Single";NA;10
"11047010";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Married";"Employee";6
"11047410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(45,55]";"Married";"Foreman";10
"11047610";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"2";"M";"(65,75]";"Married";"Employee";10
"11047910";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"3";"M";"(45,55]";"Married";"Manual labourer";6
"11048010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"F";"(25,35]";"Single";"Manual labourer";5
"11048710";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"3";"F";"(35,45]";"Married";"Employee";9
"11049510";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"4";"M";"(55,65]";"Remarried";"Management";12
"11049610";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"2";"M";"[15,25]";"Single";NA;12
"11049810";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Employee";4
"11049910";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";"Employee";2
"11050110";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(45,55]";"Married";"Foreman";2
"11050210";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"4";"M";"(35,45]";"Single";"Manual labourer";7
"11050310";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"2";"M";"(55,65]";"Remarried";"Management";12
"11050510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"F";"(65,75]";"Married";"Employee";2
"11050610";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"4";"F";"(55,65]";"Divorcee";"Management";11
"11050710";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";"Employee";11
"11050810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(65,75]";"Married";"Unskilled worker";1
"11051010";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"F";"(45,55]";"Married";"Employee";8
"11051110";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"M";"[15,25]";"Single";NA;11
"11051210";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"4";"F";"(35,45]";"Married";"Manual labourer";9
"11051310";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"2";"M";"(25,35]";"Remarried";"Employee";8
"11051410";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"4";"F";"[15,25]";"Single";NA;7
"11051510";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(55,65]";"Married";"Manual labourer";3
"11052210";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"3";"M";"(45,55]";"Single";"Manual labourer";8
"11052310";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"2";"M";"(25,35]";"Married";"Management";10
"11052410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"2";"F";"(55,65]";"Divorcee";"Employee";12
"11052610";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"F";"(35,45]";"Divorcee";"Foreman";12
"11052810";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"F";"(45,55]";"Married";NA;12
"11053110";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"F";"(35,45]";"Married";"Foreman";12
"11053410";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"F";"(45,55]";"Divorcee";"Employee";15
"11053510";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"3";"M";"(45,55]";"Married";"Unskilled worker";9
"11053610";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(25,35]";"Married";"Employee";7
"11054010";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"4";"F";"(25,35]";"Married";"Management";9
"11054110";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"[15,25]";"Single";"Manual labourer";6
"11054210";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(65,75]";"Married";"Management";10
"11054310";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"F";"(35,45]";"Married";"Employee";7
"11054510";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(85,100]";"Widower";"Management";4
"11054910";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Unskilled worker";9
"11055810";"0";"1";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"3";"F";"(55,65]";"Single";"Employee";8
"11055910";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Employee";7
"11056010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"M";"(45,55]";"Divorcee";"Unskilled worker";2
"11056110";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Unskilled worker";9
"11056510";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(65,75]";"Widower";"Employee";6
"11056610";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(55,65]";"Married";"Technician";5
"11057610";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";"Unskilled worker";5
"11057710";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"F";"(45,55]";"Married";"Employee";6
"11057810";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"2";"F";"(45,55]";"Married";"Employee";7
"11057910";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(45,55]";"Married";NA;2
"11058010";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(25,35]";"Single";"Management";8
"11058510";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"M";"(45,55]";"Married";"Employee";5
"11058610";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(25,35]";"Single";"Technician";9
"11059110";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(55,65]";"Married";"Management";11
"11059310";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"F";"(65,75]";"Widower";"Employee";7
"11059410";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(25,35]";"Single";"Management";9
"11060310";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Single";"Foreman";4
"11060410";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"3";"F";"(35,45]";"Single";"Foreman";10
"11060610";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"4";"F";"(35,45]";"Widower";"Employee";11
"11061010";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"2";"M";"(45,55]";"Married";"Management";11
"11061110";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";NA;9
"11061210";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";NA;6
"11061310";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(45,55]";"Remarried";"Foreman";3
"11061410";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(45,55]";"Single";"Employee";5
"11061610";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(25,35]";"Married";"Manual labourer";3
"11061810";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"F";"[15,25]";"Single";"Employee";3
"11062210";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(65,75]";"Married";"Manual labourer";6
"11062310";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(35,45]";"Married";"Employee";8
"11062510";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"3";"F";"[15,25]";"Single";NA;10
"11062610";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"F";"(65,75]";"Widower";"Employee";10
"11062810";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"4";"F";"(45,55]";"Married";"Employee";13
"11063210";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"4";"M";"(65,75]";"Married";"Employee";6
"11063310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"F";"(55,65]";"Married";"Unskilled worker";4
"11063510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(75,85]";"Married";"Other";6
"11063610";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"F";"(45,55]";"Married";"Management";4
"11063910";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(25,35]";"Married";"Management";7
"11064110";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"F";"(55,65]";"Divorcee";"Foreman";12
"11064210";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"M";"(55,65]";"Married";"Management";14
"11064310";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(25,35]";"Single";"Management";7
"11064410";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"3";"F";"(35,45]";"Married";"Foreman";11
"11064510";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(45,55]";"Remarried";"Manual labourer";11
"11064610";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"4";"M";"(35,45]";"Married";"Management";14
"11065010";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"1";"4";"M";"(35,45]";"Married";"Management";11
"11065210";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"M";"(35,45]";"Remarried";"Employee";6
"11065310";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(35,45]";"Married";"Management";10
"11065410";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"M";"(55,65]";"Married";"Technician";6
"11065810";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"2";"M";"(65,75]";"Married";"Technician";9
"11066110";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"4";"F";"(35,45]";"Single";"Technician";15
"11066310";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"3";"F";"(55,65]";"Widower";"Employee";4
"11066610";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"F";"(35,45]";"Married";"Foreman";13
"11066810";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"3";"F";"(45,55]";"Married";"Employee";12
"11067510";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"M";"(45,55]";"Divorcee";"Employee";7
"11067710";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"4";"F";"(45,55]";"Married";"Management";13
"11067810";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"M";"(45,55]";"Married";"Management";11
"11067910";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"M";"(65,75]";"Married";"Management";10
"11068210";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(25,35]";"Single";"Management";10
"11068310";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"2";"M";"(25,35]";"Single";"Foreman";9
"11068410";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(25,35]";"Married";"Employee";9
"11068610";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(75,85]";"Widower";"Foreman";7
"11068810";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";NA;12
"11068910";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"2";"F";"(35,45]";"Divorcee";"Foreman";8
"11069010";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"F";"(35,45]";"Married";"Employee";7
"11069110";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(85,100]";"Married";"Management";3
"11069210";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"4";"M";"(45,55]";"Single";"Management";11
"11069310";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";NA;11
"11069610";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(55,65]";"Married";"Technician";9
"11069710";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";NA;13
"11069810";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"4";"F";"(65,75]";"Married";"Management";8
"11070010";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"4";"M";"(35,45]";"Single";"Employee";14
"11070110";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"[15,25]";"Single";"Employee";8
"11070210";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"F";"(25,35]";"Widower";"Employee";8
"11070310";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(25,35]";"Single";"Management";10
"11070610";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"M";"(55,65]";"Married";"Foreman";7
"11070810";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"F";"(25,35]";"Married";NA;9
"11071110";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(35,45]";"Single";"Employee";10
"11071210";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"3";"M";"(65,75]";"Married";"Management";6
"11071310";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"M";"[15,25]";"Single";NA;7
"11071610";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"F";"(35,45]";"Divorcee";"Employee";4
"11072110";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"F";"(55,65]";"Divorcee";"Manual labourer";6
